application_id,tin,as_of_date,application_channel,application_period_start,application_period_end,segment
WHTEX-2024-03-569589,7870701643,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-06-491350,8224485447,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-02-980745,4816153883,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-01-977644,8013429492,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,LARGE
WHTEX-2025-11-310537,9285992724,2025-11-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-01-613308,9771313719,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-11-544898,8654687910,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2025-02-730067,2130974675,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-04-408073,7453512697,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-03-596990,7465155068,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2025-10-937097,4828803668,2025-10-01,BACKOFFICE,2025-07-01,2026-06-30,SMALL
WHTEX-2024-01-666998,7816144894,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-06-585939,2529465322,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2024-11-210630,6062753086,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-03-150719,9576302216,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-09-140229,5786974822,2025-09-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-02-905977,3316488181,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-03-806988,7766026383,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-01-483188,7396853815,2025-01-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2025-12-491472,6018387320,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-02-402288,7711075005,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-08-705605,4083852664,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-06-682892,5501886843,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-06-816367,8466358681,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-09-192743,5298838926,2025-09-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-07-192056,9185970194,2025-07-01,BACKOFFICE,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-12-641206,5660907181,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-02-500092,5543123346,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-08-351726,4009233040,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-05-492801,5379924977,2024-05-01,BACKOFFICE,2023-07-01,2024-06-30,LARGE
WHTEX-2025-03-631301,2297414340,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-06-546257,2822701671,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-10-111948,6057468312,2024-10-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-03-505852,4236996642,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-02-212960,9256039052,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-07-374876,9438087328,2025-07-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-05-322317,2062053119,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-09-854109,4657481752,2024-09-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-01-619120,7791158243,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-04-709236,2215718129,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-07-937658,1872410876,2025-07-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-08-848785,5782699369,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-03-469704,3921793003,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-11-434284,4081261899,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-05-917458,2388605428,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-11-481817,4037407357,2025-11-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-04-200766,9256560303,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-06-791875,8399145465,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-06-310925,5670231782,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-01-509614,2271603403,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-07-643442,4861235092,2025-07-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-09-507381,8207957584,2024-09-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-12-830920,3448406702,2024-12-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-08-658871,3854250035,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,LARGE
WHTEX-2024-06-289695,8743113017,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-03-712506,6832845372,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-02-372811,6477937773,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-09-490023,6306623676,2025-09-01,BACKOFFICE,2025-07-01,2026-06-30,SMALL
WHTEX-2025-12-867170,6579243821,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-09-307483,1515087461,2025-09-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-04-344812,4051142718,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-02-921981,1022301377,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-02-928066,2043089787,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-12-547124,1991530405,2024-12-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-09-862839,6415972802,2024-09-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-06-566715,5696887912,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-06-323482,4710327368,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-04-699413,7458752328,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-05-350960,2025165293,2024-05-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-01-135557,4326144457,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-02-516180,7248361920,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,LARGE
WHTEX-2024-10-113702,8106023836,2024-10-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-07-234656,1218064186,2025-07-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-12-541384,1795512118,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-02-396653,6705776005,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-01-144798,4341273733,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-11-888487,7094583654,2025-11-01,ONLINE_PORTAL,2025-07-01,2026-06-30,LARGE
WHTEX-2024-01-643784,7393232728,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-03-106650,2549535973,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,LARGE
WHTEX-2025-04-313995,3768656368,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-04-362709,8788886700,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-05-785075,7284865670,2024-05-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-01-210350,1148339805,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-11-322849,1171307330,2025-11-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-08-703861,3858896987,2024-08-01,BACKOFFICE,2024-07-01,2025-06-30,SMALL
WHTEX-2025-09-359474,2820777569,2025-09-01,ONLINE_PORTAL,2025-07-01,2026-06-30,LARGE
WHTEX-2024-03-100136,4246828178,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-08-820338,8635426786,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-07-619175,9499322972,2024-07-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-12-312333,5333422062,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-09-198240,1724904520,2025-09-01,BACKOFFICE,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-11-423428,4644946553,2025-11-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-01-405749,2881518927,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-04-845744,3692126297,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-07-483731,3567807942,2025-07-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-12-821138,8746600256,2024-12-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-09-619741,9901827455,2025-09-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-01-417867,6202154942,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-06-415983,5852514631,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-12-925431,9231393199,2024-12-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2025-11-331385,7951176889,2025-11-01,BACKOFFICE,2025-07-01,2026-06-30,LARGE
WHTEX-2025-08-135940,4455566321,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-05-144322,2398574073,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-09-241819,8126625608,2025-09-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-03-209583,4190733713,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-05-645487,6230049482,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2024-08-297144,7612526177,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-07-548740,2856456130,2025-07-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-11-353925,4674907203,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-11-724426,2605975856,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-04-277785,8088308526,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-07-848456,7010642429,2025-07-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-04-669559,6660532154,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-11-682948,8637044398,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-07-478370,7266883375,2025-07-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-12-362704,9084254006,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-11-973568,9060713932,2025-11-01,ONLINE_PORTAL,2025-07-01,2026-06-30,LARGE
WHTEX-2025-12-623232,5208872072,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-01-616230,4411474255,2025-01-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-12-142311,6261749507,2024-12-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-04-200317,4611384677,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-05-681084,9989466736,2024-05-01,ONLINE_PORTAL,2023-07-01,2024-06-30,LARGE
WHTEX-2024-01-756566,3207330757,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-08-337610,2570834184,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-09-679049,9306490778,2025-09-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-11-852403,2861321747,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-08-345997,8062871043,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2024-10-548659,4196483982,2024-10-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-09-153788,3235657634,2025-09-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-05-672397,3474737864,2024-05-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-08-880648,8512368978,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-12-738769,2866179997,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-07-540511,6211239473,2025-07-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-06-788760,3947608704,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-12-706029,9868281059,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-12-197264,7876684480,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-10-972902,3108031085,2024-10-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-03-839057,6151718349,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-09-186252,4037407357,2025-09-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-04-474183,1160748632,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-02-659413,7531926712,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2025-06-559197,6059536603,2025-06-01,BACKOFFICE,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-04-264986,2388733468,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-01-182045,5836938160,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,LARGE
WHTEX-2025-06-244272,5148382519,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-10-270467,3744202107,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-02-913998,1777237070,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-07-165657,4400538797,2024-07-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2024-11-407500,2354086104,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-07-246456,5575097464,2024-07-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-08-857325,1146313989,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-08-174871,2247890466,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-04-873811,2730826362,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-08-916982,1489437767,2025-08-01,BACKOFFICE,2025-07-01,2026-06-30,LARGE
WHTEX-2024-11-751879,3955250845,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-10-447039,6231223205,2024-10-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-04-279123,9882029822,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-05-223201,5421317017,2024-05-01,BACKOFFICE,2023-07-01,2024-06-30,SMALL
WHTEX-2024-07-776651,7956055783,2024-07-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-11-326174,8191967035,2025-11-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-08-952430,3951314951,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-02-810471,5603780229,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-12-480015,8175359730,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-12-744295,5441357419,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-07-969565,8193202448,2025-07-01,ONLINE_PORTAL,2025-07-01,2026-06-30,LARGE
WHTEX-2025-08-326232,7860262134,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,LARGE
WHTEX-2024-11-832924,5958178916,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-11-453025,9560751940,2025-11-01,ONLINE_PORTAL,2025-07-01,2026-06-30,LARGE
WHTEX-2025-06-151032,2052525097,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-03-100491,6738480822,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-02-627981,2188925535,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-08-428429,2331522219,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-02-951118,2914072360,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-03-505135,3092977136,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-09-745123,2258088314,2024-09-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-07-310645,8495533491,2024-07-01,BACKOFFICE,2024-07-01,2025-06-30,SMALL
WHTEX-2024-03-815211,7266883375,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-07-370050,4557111883,2025-07-01,BACKOFFICE,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-07-714312,8461788250,2025-07-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-08-695276,7868399408,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-02-108982,3054275879,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-06-448407,2947201257,2025-06-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-02-816785,5335871962,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-10-836175,6166499552,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-02-871772,8027545190,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2024-04-988181,3248434790,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,LARGE
WHTEX-2025-11-574843,8905291604,2025-11-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-04-141680,6173847366,2025-04-01,BACKOFFICE,2024-07-01,2025-06-30,LARGE
WHTEX-2025-04-182050,5601753580,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-09-349469,1842097470,2025-09-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-08-158655,8519617336,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-12-848373,6212378672,2024-12-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2024-04-589693,3886439920,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-11-908533,2457474132,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-04-870280,2377903382,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-07-868387,8185157314,2025-07-01,ONLINE_PORTAL,2025-07-01,2026-06-30,LARGE
WHTEX-2024-08-375211,9731814153,2024-08-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-05-867316,1773841150,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-04-154036,3811490309,2024-04-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-03-413117,2707913234,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-02-911560,9188169604,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-02-835017,3392284719,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-05-720348,7747351759,2025-05-01,BACKOFFICE,2024-07-01,2025-06-30,LARGE
WHTEX-2024-09-381849,7761809301,2024-09-01,BACKOFFICE,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-12-896862,1938251946,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,MEDIUM
WHTEX-2024-03-752901,7365404747,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-02-576411,2533523582,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-08-680710,5016541047,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-06-896625,4629462246,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-03-117983,2251045706,2024-03-01,BACKOFFICE,2023-07-01,2024-06-30,SMALL
WHTEX-2025-07-307853,5610601384,2025-07-01,ONLINE_PORTAL,2025-07-01,2026-06-30,LARGE
WHTEX-2025-02-519757,6954951368,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-10-231211,8341872504,2025-10-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-11-183813,2215342864,2024-11-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2024-10-877690,5208762309,2024-10-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-05-806432,4512327660,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-08-920126,3580695108,2025-08-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2025-12-152584,2374211204,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-09-374381,8476335448,2024-09-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-09-765600,8644679586,2025-09-01,BACKOFFICE,2025-07-01,2026-06-30,MEDIUM
WHTEX-2025-03-696641,6622845712,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-12-223606,7473812803,2025-12-01,ONLINE_PORTAL,2025-07-01,2026-06-30,SMALL
WHTEX-2024-09-227324,6084555503,2024-09-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-04-847263,1810012519,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2025-08-475910,7142459535,2025-08-01,BACKOFFICE,2025-07-01,2026-06-30,SMALL
WHTEX-2024-06-207360,1986903092,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-03-747634,4658519833,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-01-896931,9555983573,2024-01-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2024-02-917244,5246123566,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,SMALL
WHTEX-2025-04-406405,7283707530,2025-04-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2024-11-302234,3872565745,2024-11-01,BACKOFFICE,2024-07-01,2025-06-30,SMALL
WHTEX-2025-02-307883,3292555151,2025-02-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
WHTEX-2025-05-294390,6549750382,2025-05-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2025-01-546283,2512007637,2025-01-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-07-608244,2733317409,2024-07-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2024-02-974888,7531926712,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,LARGE
WHTEX-2024-06-706815,6492046999,2024-06-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2025-03-596764,1063768187,2025-03-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-09-501266,7452011702,2024-09-01,ONLINE_PORTAL,2024-07-01,2025-06-30,SMALL
WHTEX-2024-03-557762,3887650666,2024-03-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-02-407921,1363593059,2024-02-01,ONLINE_PORTAL,2023-07-01,2024-06-30,MEDIUM
WHTEX-2024-12-586074,8079847412,2024-12-01,ONLINE_PORTAL,2024-07-01,2025-06-30,LARGE
WHTEX-2024-12-124775,6785233879,2024-12-01,ONLINE_PORTAL,2024-07-01,2025-06-30,MEDIUM
